Name,Father Name,Sex,Date of Birth,Passport No,Nationality,Height (cm),Weight (kg),BP (mmHg),Pulse,Eyes,Chest,Abdomen,Hernia,Varicose Veins,Skin,CNS,Respiratory System,Cardiovascular System,Liver,Spleen,Urine - Albumin,Urine - Sugar,Hemoglobin (g/dl),WBC (10^9/L),RBC (10^12/L),Hepatitis B,Hepatitis C,HIV,VDRL,TPHA,Radiology,Fitness Status
Ali,Rauf,Female,10/11/1996,PK418856,Pakistani,170.3,48.4,130/85,62.5,Normal,Normal,,No Hernia,Normal,Rashes,Normal,Blocked,Murmur,Normal,Normal,Negative,Negative,15.8,4.7,4.7,Non-Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,FIT
,Rashid,Female,11/17/1994,PK539765,Pakistani,154.2,81.7,130/85,73.4,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Abnormal,Clear,Murmur,Enlarged,Normal,Negative,Positive,15.8,10.4,5.1,Non-Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Ahmed,Rauf,Male,1/21/1997,PK615038,Pakistani,152.2,,130/85,89.2,Weak,Normal,Normal,Minor Hernia,Normal,,Normal,Blocked,Normal,Enlarged,,Negative,Negative,14.6,7.9,4,Reactive,Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
Zain,Iqbal,Male,8/10/1985,PK503345,Pakistani,171.9,52.1,110/70,68.5,Weak,Abnormal,Normal,Minor Hernia,Normal,,Normal,Blocked,Normal,Normal,Enlarged,Positive,Negative,12.1,6.1,,,,Negative,Reactive,Non-Reactive,Abnormal,FIT
Ahmed,Noman,Female,1/11/1992,PK482813,Pakistani,176.5,49.4,120/80,72.1,Weak,Abnormal,Abnormal,No Hernia,Normal,Clear,,Clear,Normal,Enlarged,Enlarged,,Positive,16.2,10.4,4.9,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,FIT
Ali,Rauf,Male,7/24/2003,PK976846,Pakistani,171.8,56.8,120/80,94.1,Weak,Abnormal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,,Enlarged,,Negative,Positive,16.3,8,5.3,,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Imran,Iqbal,Female,7/25/1998,,Pakistani,171,71.5,120/80,85.4,,Normal,Abnormal,No Hernia,Normal,Rashes,Abnormal,Blocked,Normal,Enlarged,Enlarged,Positive,Positive,14.5,8.1,4.1,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Noman,,7/4/1986,PK573342,Pakistani,165.9,56.5,140/90,64.6,Weak,Abnormal,Normal,Minor Hernia,Normal,,Normal,Blocked,Murmur,Enlarged,Enlarged,Positive,Negative,13.8,7.2,4.8,Non-Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,UNFIT
Zain,,Male,2/7/1998,PK754110,Pakistani,185.4,67.7,110/70,99.9,Normal,Abnormal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Normal,Normal,Enlarged,Negative,Positive,16.2,5.8,5.3,,Non-Reactive,Negative,Reactive,Non-Reactive,CLEAR,
Imran,Noman,Female,1/2/1995,PK549947,Pakistani,178.1,47.5,110/70,99.6,Normal,Abnormal,Normal,Minor Hernia,Swollen,Clear,Normal,Blocked,Normal,Enlarged,Enlarged,Positive,Negative,16,,4.4,Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,Abnormal,UNFIT
Ahmed,Rauf,Male,9/18/1992,PK712996,Pakistani,152.7,65.1,120/80,90.3,Normal,Normal,Normal,No Hernia,Normal,Clear,Normal,Blocked,Murmur,Enlarged,Enlarged,Negative,Positive,13.2,10,5.4,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Khan,Rauf,Female,5/17/1984,PK427760,Pakistani,170.9,49.3,120/80,82.3,Weak,Abnormal,Abnormal,Minor Hernia,Normal,Rashes,Abnormal,Clear,Normal,Normal,Normal,Positive,Negative,17.4,8.2,4.5,,Non-Reactive,Positive,Non-Reactive,,Abnormal,UNFIT
Ahmed,Iqbal,Male,11/13/1998,PK497499,Pakistani,,79.7,120/80,95,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Abnormal,Clear,Normal,Normal,Normal,Positive,Negative,14,4.3,4.2,Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Rashid,Male,9/24/1985,PK448325,Pakistani,150.4,53.8,120/80,73.5,Weak,Abnormal,Normal,No Hernia,Normal,Clear,Abnormal,Clear,Normal,Normal,Enlarged,Positive,Positive,12.6,4.4,,Reactive,Reactive,Negative,Reactive,,CLEAR,FIT
Imran,Ashraf,Female,9/15/1991,PK323809,Pakistani,155.9,49.7,110/70,96.9,Normal,Normal,Abnormal,No Hernia,Swollen,,Normal,Blocked,Murmur,Enlarged,Normal,Positive,Negative,12.4,5.7,5,Reactive,Non-Reactive,Positive,Reactive,Reactive,CLEAR,FIT
Ahmed,Noman,Male,11/26/2001,PK714154,Pakistani,179.3,58.1,120/80,,Normal,Abnormal,Normal,No Hernia,Swollen,Clear,Normal,Clear,Murmur,Normal,Normal,,Positive,17.9,5.9,4.9,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,CLEAR,UNFIT
Khan,Rauf,Male,11/14/1996,PK733569,Pakistani,161.5,66.6,120/80,77.4,Normal,Normal,Abnormal,Minor Hernia,,Rashes,Abnormal,Blocked,Normal,Enlarged,,Negative,Positive,14.9,11,5.8,Reactive,,Positive,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Ahmed,Iqbal,Female,5/18/1980,PK750890,Pakistani,178.5,47.1,130/85,69.4,Normal,Normal,Abnormal,Minor Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Enlarged,Enlarged,Positive,Negative,17.4,10.1,5.1,Reactive,Reactive,Positive,Non-Reactive,Reactive,Abnormal,FIT
Imran,Iqbal,Female,1/19/1988,PK510929,Pakistani,169,79.6,110/70,69.6,Weak,Abnormal,Normal,No Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Enlarged,,Positive,Negative,14.4,6.8,5,Non-Reactive,Non-Reactive,Positive,Reactive,Reactive,CLEAR,FIT
Imran,Iqbal,Male,8/7/2002,PK651705,Pakistani,185.8,,140/90,75,Normal,Abnormal,Normal,No Hernia,Normal,Rashes,Normal,Blocked,Murmur,Enlarged,Enlarged,Negative,Positive,17.9,6.4,4.7,Reactive,Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
Ahmed,Noman,Male,2/27/1985,PK367964,Pakistani,188.6,48.3,120/80,69.6,Weak,Abnormal,Normal,No Hernia,Normal,Clear,Normal,Blocked,Normal,,Enlarged,Positive,Negative,12.5,6.4,5.1,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,,UNFIT
Imran,Noman,Male,7/19/2001,PK296805,Pakistani,160.3,94.5,120/80,65.9,Weak,Normal,Abnormal,No Hernia,Swollen,Clear,Normal,Blocked,Murmur,Enlarged,Normal,Negative,Positive,13.3,7.9,4.8,Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
Imran,Noman,Female,1/28/2003,PK954956,Pakistani,152.2,49.4,140/90,77.7,Weak,Abnormal,Abnormal,No Hernia,Swollen,Clear,Normal,,Murmur,Normal,Enlarged,Positive,,17.8,5.5,4.1,Reactive,,Negative,Reactive,Non-Reactive,CLEAR,FIT
Khan,Rauf,,9/13/1992,PK595749,Pakistani,185.1,67.8,130/85,99.3,Weak,Abnormal,Abnormal,Minor Hernia,Normal,Rashes,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Negative,Positive,15.3,9,,Non-Reactive,Non-Reactive,Positive,Reactive,Reactive,Abnormal,UNFIT
Ahmed,Rashid,Female,1/27/1994,PK897624,Pakistani,170.4,88.7,120/80,63.4,Normal,Normal,Normal,Minor Hernia,Normal,Clear,Normal,Clear,Normal,Enlarged,Normal,Negative,Negative,17.8,6.7,5.3,Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,CLEAR,
Imran,Rauf,Male,12/4/1989,PK573130,Pakistani,186.3,63.7,110/70,86,Weak,Normal,Normal,Minor Hernia,Normal,Clear,Normal,Blocked,Murmur,Enlarged,Normal,Negative,Positive,17,6.9,4.7,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
Khan,Rauf,Female,9/1/2001,PK496536,Pakistani,162.6,82.5,130/85,64.5,Normal,,,No Hernia,Swollen,Clear,,Clear,Normal,Normal,Enlarged,Positive,Positive,,7.1,5.2,Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Khan,Rauf,Female,2/18/1981,PK946019,Pakistani,182.3,57.7,140/90,80.9,Weak,Normal,Normal,Minor Hernia,Normal,Clear,Abnormal,Clear,Murmur,Enlarged,Normal,Positive,Negative,17.1,10.4,5.5,Reactive,,Negative,Reactive,Non-Reactive,CLEAR,UNFIT
Imran,Rauf,Female,7/11/1992,PK652738,Pakistani,167.8,70.6,110/70,63.6,Normal,Normal,Normal,No Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Normal,Normal,Negative,,15.6,9.9,5.3,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Ali,Noman,Male,9/12/1996,PK336994,Pakistani,170,88.4,120/80,61.4,Normal,Abnormal,Normal,No Hernia,Normal,,Normal,Clear,Murmur,Normal,Normal,Positive,Positive,,4.6,5.3,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
Khan,Iqbal,Male,12/30/1983,PK560691,Pakistani,157.3,50.3,120/80,73.2,Weak,Abnormal,,No Hernia,Normal,Clear,Normal,Clear,Normal,Normal,Normal,Positive,Positive,,7.1,4.3,Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Ali,Iqbal,Female,2/23/1989,PK209823,Pakistani,152.5,53.3,110/70,61.3,Weak,Abnormal,Normal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Murmur,Normal,Enlarged,Positive,Positive,17.8,9.8,5.2,Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Imran,,Female,12/14/1995,PK365570,Pakistani,188,70.9,140/90,94.8,Weak,Abnormal,Normal,Minor Hernia,Normal,Clear,Normal,Blocked,Normal,Enlarged,Normal,Negative,Positive,18,9.5,5.3,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Zain,Ashraf,Male,9/22/1989,PK908478,Pakistani,157,92.4,110/70,94.6,Weak,Normal,Abnormal,No Hernia,Normal,Rashes,Normal,Blocked,Murmur,Normal,Normal,Negative,Positive,13.5,9.6,,Non-Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,
,Rauf,Male,8/9/1982,PK942510,Pakistani,157.2,48.8,140/90,93.9,Weak,Normal,Normal,Minor Hernia,Normal,Rashes,Normal,Blocked,Normal,Normal,Enlarged,Positive,Negative,18,7.6,4.1,Reactive,Reactive,Negative,,Reactive,CLEAR,UNFIT
,Ashraf,Female,1/22/1981,PK213780,Pakistani,167.8,59.1,140/90,77.9,Weak,Normal,Normal,No Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Negative,Negative,14.2,,5.5,Non-Reactive,Non-Reactive,Negative,,Non-Reactive,Abnormal,FIT
Ahmed,Noman,Male,10/4/1981,,Pakistani,155.9,82.9,140/90,98.5,Weak,Abnormal,Normal,Minor Hernia,Normal,Rashes,Normal,Clear,Normal,Enlarged,Normal,Negative,Negative,15.4,8,5.1,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Ahmed,Rashid,Male,5/5/1996,PK403326,Pakistani,153.4,67.3,120/80,95.8,Weak,Normal,Abnormal,Minor Hernia,Swollen,Clear,Abnormal,Clear,Normal,Normal,Enlarged,Positive,Negative,17.4,5.6,5.4,Non-Reactive,Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Ahmed,Iqbal,Male,8/13/1989,PK871946,Pakistani,174,75.4,110/70,67.8,Weak,Abnormal,Abnormal,No Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Normal,,Negative,Positive,16,7.1,4.3,Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,
Ahmed,Noman,Male,5/15/1988,PK345478,Pakistani,174.1,57.2,140/90,96.4,Weak,Abnormal,Abnormal,No Hernia,Swollen,Clear,Abnormal,Clear,Murmur,Normal,Normal,Positive,Negative,16.5,9.1,5.1,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
Imran,Iqbal,Male,12/19/1987,PK345297,Pakistani,155.3,46.1,,96.6,Weak,Abnormal,Abnormal,Minor Hernia,Swollen,Rashes,Normal,Clear,Normal,Normal,Normal,Negative,Negative,12.2,6.1,4.2,Reactive,Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
Ahmed,Rashid,Male,1/25/1996,PK846817,Pakistani,185.6,69.6,120/80,79.9,Weak,Normal,Abnormal,Minor Hernia,Normal,Rashes,Abnormal,Clear,Normal,Enlarged,Normal,Negative,Positive,12.9,4.8,,Reactive,Reactive,Positive,Reactive,Non-Reactive,Abnormal,FIT
Imran,Rashid,Male,2/24/1988,PK472513,Pakistani,163.7,67.2,130/85,90.9,Normal,Normal,Normal,No Hernia,Normal,Rashes,Normal,Clear,Normal,Enlarged,Enlarged,Negative,,12.5,9.4,5.2,Non-Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Ali,Rashid,Female,5/5/1980,PK218539,Pakistani,178.5,64.4,,83.9,Weak,Normal,,No Hernia,Swollen,Clear,Normal,Blocked,Murmur,Enlarged,Enlarged,,Negative,14.1,4.6,4.4,Reactive,,Negative,Reactive,Reactive,,UNFIT
Ali,Rauf,Female,5/12/1992,PK677703,Pakistani,160,46.1,130/85,65.6,Weak,Normal,Normal,No Hernia,Normal,Clear,Normal,Blocked,Murmur,Enlarged,Normal,Negative,Positive,14.7,9.3,5.8,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,FIT
Ahmed,Rashid,,1/17/1992,PK370958,Pakistani,166.3,78.6,130/85,82.9,Weak,Normal,Abnormal,No Hernia,Swollen,Clear,Abnormal,Clear,Normal,Enlarged,Enlarged,Positive,Positive,15.6,9.7,5,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Ahmed,Noman,Female,,PK695974,Pakistani,151.9,79.5,130/85,68.8,Normal,Normal,Abnormal,No Hernia,Swollen,Rashes,Normal,Clear,Normal,Enlarged,Normal,Negative,Positive,17.1,4.9,5.5,Reactive,Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
Ahmed,Rauf,Male,7/24/1986,PK213675,Pakistani,169.3,53.4,110/70,61.6,Weak,Normal,Normal,Minor Hernia,,Clear,Abnormal,Blocked,Normal,Normal,Enlarged,Negative,Positive,13.1,,,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Ahmed,Ashraf,Male,3/6/1991,,Pakistani,166.2,49.4,110/70,68.1,Normal,Normal,Abnormal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Normal,Enlarged,Enlarged,Positive,Negative,13.4,8.8,4.9,Non-Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Zain,Noman,Female,12/16/2000,PK323801,Pakistani,185.1,85.7,110/70,63.3,Weak,Abnormal,Abnormal,No Hernia,Swollen,Clear,Normal,Blocked,Murmur,Enlarged,Enlarged,Positive,Negative,14.1,5.9,4.7,Non-Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,FIT
Zain,Ashraf,Male,7/8/1986,,Pakistani,168,,140/90,60.1,Weak,Abnormal,Abnormal,No Hernia,Swollen,Clear,Normal,Blocked,Normal,,Normal,Negative,Negative,16.2,9.2,5.3,Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,FIT
Ali,Rauf,Female,8/23/1995,PK492562,Pakistani,171.6,80.2,140/90,70.8,Normal,Abnormal,Abnormal,No Hernia,Swollen,Clear,Normal,Blocked,Murmur,Enlarged,,Negative,Negative,16.6,9.8,4.6,Non-Reactive,,Negative,Non-Reactive,Non-Reactive,Abnormal,FIT
Imran,Iqbal,Female,11/9/2001,PK131927,Pakistani,178.2,78.8,130/85,,Normal,Normal,Normal,Minor Hernia,Normal,Clear,Normal,Clear,Murmur,Enlarged,Normal,,Positive,12.6,9.1,5.9,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Zain,Noman,Male,2/15/1985,PK740706,Pakistani,175.7,94.5,120/80,84.7,Normal,Normal,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Murmur,Enlarged,Normal,Positive,,14.7,5.7,4.8,Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Ashraf,Male,12/1/1996,PK108871,Pakistani,178.5,,140/90,,Normal,Abnormal,Abnormal,Minor Hernia,Normal,Clear,Normal,Clear,Murmur,Normal,Enlarged,Negative,Negative,16.2,,4.7,Non-Reactive,Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Noman,Female,7/18/2001,PK691923,Pakistani,156.7,64.1,140/90,65.4,Weak,Abnormal,Normal,Minor Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Normal,Normal,Positive,,15.3,5.1,6,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Imran,Rauf,Female,4/12/1988,PK639106,Pakistani,164.2,87.2,140/90,61.5,Normal,Normal,Abnormal,Minor Hernia,,Clear,Normal,Clear,Normal,Enlarged,Normal,Negative,Negative,14.5,7.8,5.4,Reactive,Non-Reactive,Positive,Reactive,Reactive,Abnormal,
Ali,Rauf,Male,6/15/1993,PK138521,Pakistani,151.7,58,140/90,87.6,Weak,Abnormal,Normal,Minor Hernia,Normal,Rashes,Normal,Blocked,Murmur,Normal,,Positive,Negative,13.9,9.8,5.9,Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,FIT
Ali,Noman,Female,7/26/1984,PK108637,Pakistani,162.6,83.2,120/80,79.5,Weak,Normal,,Minor Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Enlarged,Enlarged,Negative,Negative,17.3,4.1,5.6,Reactive,Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
Ahmed,Rauf,Male,9/15/2000,PK352147,Pakistani,158.7,86.3,110/70,85.3,Weak,Abnormal,Normal,Minor Hernia,Swollen,Clear,Normal,Clear,Normal,Normal,Enlarged,Negative,Negative,12.1,9,4.8,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
,Noman,Female,10/17/1995,PK688525,Pakistani,160.9,45.2,120/80,89.5,Normal,Abnormal,Normal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Murmur,Normal,Enlarged,Negative,Negative,17.4,9.3,5.5,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Zain,Ashraf,Female,5/1/1989,PK569332,Pakistani,153.1,91,110/70,77.1,Weak,Abnormal,Normal,Minor Hernia,,Rashes,Normal,Blocked,Normal,Normal,Enlarged,Positive,Negative,13.3,,4.7,Reactive,Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Khan,Iqbal,Male,11/5/1989,PK432955,Pakistani,151.8,67.5,120/80,89.9,Weak,Abnormal,Abnormal,Minor Hernia,Normal,Rashes,Abnormal,Blocked,Normal,Enlarged,Normal,Negative,Positive,17,4.4,4.8,Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Ahmed,Rashid,Male,,PK505049,Pakistani,178.1,84.5,130/85,77.2,Normal,Abnormal,Abnormal,No Hernia,Normal,Rashes,Normal,Blocked,Murmur,Enlarged,Normal,Positive,Negative,14.5,9.2,5.6,Non-Reactive,Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
Ali,,Male,9/7/1996,PK834910,Pakistani,178.9,84.5,110/70,64.8,Normal,,Normal,Minor Hernia,Normal,Rashes,Normal,Blocked,Normal,Enlarged,Enlarged,Negative,,15.7,,4,Non-Reactive,,Negative,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Khan,Iqbal,Male,7/11/2000,PK293560,Pakistani,177.1,78.3,130/85,87,Normal,Abnormal,Normal,No Hernia,Swollen,Rashes,Normal,Clear,Normal,Enlarged,Enlarged,Positive,Positive,16.9,7,4.1,Non-Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Zain,Iqbal,Male,2/4/1997,PK913559,Pakistani,179.3,93.8,110/70,82.7,Normal,Normal,Normal,No Hernia,Swollen,Clear,,Blocked,Murmur,Normal,Normal,Negative,Positive,13.7,5.5,5.6,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,FIT
Khan,Iqbal,Male,12/11/1980,PK797783,Pakistani,152.7,82.6,140/90,85.5,Normal,Normal,Abnormal,No Hernia,Normal,Rashes,Normal,Clear,Murmur,,Enlarged,Positive,Positive,12.1,6.4,4.2,Non-Reactive,Non-Reactive,,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Imran,Rashid,Female,6/6/1992,PK368597,Pakistani,161.9,93.2,140/90,99,Weak,Normal,Normal,Minor Hernia,Normal,Clear,Abnormal,Clear,Murmur,Normal,Enlarged,,Negative,14.8,10.8,5.1,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Zain,Noman,Male,1/10/1992,PK365740,Pakistani,,86.9,140/90,85.6,Normal,Abnormal,Abnormal,Minor Hernia,Normal,Rashes,Normal,Blocked,Normal,Normal,Enlarged,Positive,Negative,14,8.2,4,,Non-Reactive,Positive,Reactive,Non-Reactive,,FIT
Ahmed,Rauf,Male,5/23/1985,PK747389,Pakistani,152.7,83,110/70,69.6,Normal,Normal,Normal,No Hernia,Normal,Clear,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Positive,Positive,17.3,6,5.9,Non-Reactive,Reactive,Positive,Reactive,,CLEAR,
Imran,Ashraf,Male,9/8/1990,PK152881,Pakistani,161.3,58.4,140/90,93.6,Normal,Abnormal,Abnormal,Minor Hernia,Normal,Clear,Abnormal,Clear,Murmur,Normal,Normal,Negative,Negative,17.2,10.4,5.7,Reactive,Non-Reactive,Positive,Non-Reactive,,Abnormal,UNFIT
Zain,Rauf,Male,6/17/1989,PK954875,Pakistani,183.5,60.5,140/90,83.5,Normal,Normal,Normal,No Hernia,Normal,Clear,Abnormal,Blocked,Normal,Normal,Enlarged,Positive,Positive,17,6.3,5.1,Non-Reactive,,Negative,Reactive,Reactive,Abnormal,FIT
Ali,Iqbal,Male,11/2/2000,PK406040,Pakistani,164.9,,110/70,80.6,Normal,Normal,,No Hernia,Swollen,Clear,Normal,Blocked,Normal,Normal,Enlarged,Positive,Positive,15.6,8.8,4.5,Reactive,Reactive,Negative,Reactive,Reactive,Abnormal,UNFIT
Zain,Iqbal,Female,11/30/1996,PK956410,Pakistani,150.1,89.9,110/70,80.7,Weak,Normal,Normal,Minor Hernia,Normal,Clear,Normal,Clear,Murmur,Enlarged,Enlarged,Negative,Negative,12.2,9.9,4.1,Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Khan,Iqbal,Male,5/22/1984,PK519746,Pakistani,185.1,93.1,110/70,99.5,Weak,Normal,Normal,Minor Hernia,Swollen,Rashes,Normal,Blocked,Normal,Enlarged,Normal,Positive,Negative,17.7,4.6,,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,FIT
Imran,Iqbal,,10/2/1988,PK583402,Pakistani,181.4,55.7,120/80,92.9,Normal,Abnormal,Normal,No Hernia,Swollen,Rashes,Normal,Blocked,Murmur,,Normal,Positive,Positive,13.3,5.4,4.8,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Ahmed,Noman,Female,1/25/1980,PK609818,Pakistani,162.2,69,130/85,67.1,Weak,Abnormal,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Clear,Normal,,Normal,Positive,Positive,13,7.8,6,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Ali,Ashraf,,3/10/1988,PK388992,Pakistani,165.7,62.2,130/85,60.9,Weak,Abnormal,Normal,No Hernia,Normal,Rashes,,Blocked,Murmur,Normal,Enlarged,Positive,Negative,12.8,7,4.9,,Reactive,Negative,Non-Reactive,,Abnormal,UNFIT
Khan,Rauf,Female,8/31/1981,PK805502,Pakistani,156.4,55.3,110/70,72.3,Weak,Normal,Normal,Minor Hernia,Normal,Rashes,Normal,Clear,Murmur,Normal,Normal,Positive,Positive,17.8,6.8,4.2,Non-Reactive,Reactive,Negative,Reactive,Reactive,Abnormal,UNFIT
Zain,Noman,Male,12/6/2000,PK382759,Pakistani,161.2,75.3,120/80,61.7,Weak,Abnormal,Normal,No Hernia,Normal,Rashes,,Blocked,Murmur,Enlarged,Normal,Positive,Positive,15.1,5.5,4.3,Non-Reactive,,Negative,Reactive,Reactive,CLEAR,UNFIT
,Noman,Female,1/16/2002,,Pakistani,179.6,59.7,110/70,80,Normal,Abnormal,Abnormal,No Hernia,Normal,Clear,Abnormal,Blocked,,Normal,Enlarged,Negative,Negative,17.6,8.4,4.3,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
Imran,Noman,Male,3/31/1999,PK702891,Pakistani,179.2,55.1,130/85,60.8,Weak,Abnormal,Normal,No Hernia,Normal,Clear,Abnormal,Blocked,Murmur,Enlarged,,Positive,Negative,13.4,4.3,,Non-Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Ashraf,Female,12/19/1999,PK315199,Pakistani,186.2,84.8,130/85,98.4,Normal,Normal,Normal,Minor Hernia,Swollen,Rashes,Abnormal,Clear,Normal,Enlarged,Normal,Positive,Negative,12.1,6.5,4.3,Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Ali,Iqbal,Male,5/21/1990,PK519084,Pakistani,160,63.2,140/90,83,Weak,Abnormal,Abnormal,No Hernia,Swollen,Clear,Normal,Clear,Murmur,Enlarged,Enlarged,Negative,Positive,16,9.2,4.8,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,FIT
Imran,Ashraf,Female,1/10/2000,PK430234,Pakistani,181.8,89.9,140/90,73.2,Normal,Abnormal,Normal,Minor Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Enlarged,Enlarged,Positive,Negative,14.7,7.8,4.2,Non-Reactive,Reactive,Positive,Reactive,,CLEAR,FIT
Imran,Ashraf,Female,12/14/1997,PK587247,Pakistani,154.2,56.6,140/90,74.6,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Normal,Blocked,Normal,Enlarged,,Positive,Positive,15.5,4.7,4.3,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,Abnormal,UNFIT
Zain,Iqbal,Female,12/2/1991,PK909182,Pakistani,177.6,63.7,140/90,,Normal,Normal,Abnormal,No Hernia,Swollen,Clear,Abnormal,Clear,Normal,Normal,Normal,Positive,Positive,15.3,6.3,5.5,Non-Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Ali,Rauf,Female,11/10/1994,PK357573,Pakistani,,45.2,120/80,82.8,Weak,Abnormal,Abnormal,No Hernia,Swollen,Rashes,Normal,Clear,,Enlarged,Normal,Negative,Negative,14.2,10.2,5.2,Non-Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
